rownum,id,author,author-aux,author-orcid,booktitle,cdrom,cite,cite-label,crossref,editor,editor-orcid,ee,ee-type,i,key,mdate,month,note,note-type,number,pages,publtype,sub,sup,title,title-bibtex,tt,url,volume,year,reviewers,chair,conference_keywords,conference_type,supervisor,paper_keywords,decison_reviewer_0,review_reviewer_0,decison_reviewer_1,review_reviewer_1,paper_type,proceedings_keywords
692,227333,David R. Hardoon|John Shawe-Taylor|Tom Diethe|Zakria Hussain,,,AISTATS,,,,conf/aistats/2009,,,http://proceedings.mlr.press/v5/diethe09a.html,oa,,journals/jmlr/DietheHHS09,2019-05-29,,,,,121-128,,,,Matching Pursuit Kernel Fisher Discriminant Analysis.,,,db/journals/jmlr/jmlrp5.html#DietheHHS09,,2009,Bruno Turnheim|Gurami Tsitsiashvili,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Rainer Bäuerle,Human-computer interaction|Computer graphics,reject,Consectetur dolorem consectetur sit sed.,accept,Velit etincidunt modi neque.,Demo Paper,Robotics|Human-computer interaction|Natural language processing|Quantum computing|Big data
693,227337,Jiji Zhang,,,AISTATS,,,,conf/aistats/2007,,,http://proceedings.mlr.press/v2/zhang07a.html,oa,,journals/jmlr/Zhang07,2019-05-29,,,,,667-674,,,,Generalized Do-Calculus with Testable Causal Assumptions.,,,db/journals/jmlr/jmlrp2.html#Zhang07,,2007,Bernice S. Elger|Sebastian Schleidgen,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Steven R. Smith,Distributed computing|Algorithm analysis,reject,Quiquia non sed labore non voluptatem consectetur.,reject,Amet porro est aliquam neque.,Short Paper,Artificial intelligence|Human-computer interaction|Robotics|Information theory|Cybersecurity
694,227340,Fabio Corradi,,,AISTATS,,,,conf/aistats/2010,,,http://proceedings.mlr.press/v9/corradi10a.html,oa,,journals/jmlr/Corradi10,2019-05-29,,,,,105-112,,,,Mass Fatality Incident Identification based on nuclear DNA evidence.,,,db/journals/jmlr/jmlrp9.html#Corradi10,,2010,Volker Schulz 0001|Helmar Gust,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Steven R. Smith,Big data,reject,Voluptatem porro tempora modi labore dolor quiquia.,accept,Numquam quisquam magnam amet tempora ipsum.,Demo Paper,Computer vision|Robotics|Cloud computing|Algorithm analysis
695,227343,Dit-Yan Yeung|Yu Zhang 0006,,,AISTATS,,,,conf/aistats/2010,,,http://proceedings.mlr.press/v9/zhang10c.html,oa,,journals/jmlr/ZhangY10,2019-05-29,,,,,964-971,,,,Multi-Task Learning using Generalized t Process.,,,db/journals/jmlr/jmlrp9.html#ZhangY10,,2010,Arne Pott|Eyal Arian,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Patricia H. Werhane,Machine learning,accept,Numquam dolore sed quaerat labore voluptatem est.,accept,Labore dolorem quiquia amet.,Demo Paper,Computer vision|Robotics|Cloud computing|Algorithm analysis
696,227344,Ingo Steinwart,,,COLT,,,,conf/colt/2011,,,http://proceedings.mlr.press/v19/steinwart11a/steinwart11a.pdf,oa,,journals/jmlr/Steinwart11,2019-05-29,,,,,703-738,,,,Adaptive Density Level Set Clustering.,,,db/journals/jmlr/jmlrp19.html#Steinwart11,,2011,Steven Puylaert|Dena Plemmons,Jean-Yves Audibert|Michelle Pham|Michael Fink 0002|Verónica Romero 0001|Zsolt Minier,Computer graphics|Artificial intelligence|Machine learning,Expert Group,Zsolt Minier,Natural language processing|Data mining|Cybersecurity,accept,Adipisci quiquia modi dolor etincidunt.,reject,Non consectetur sed adipisci labore.,Poster,Cloud computing|Cybersecurity|Algorithm analysis|Computer vision|Computer graphics
697,227348,Andreas Wendemuth|Edin Andelic|Marcel Katz|Martin Schafföner|Sven E. Krüger,,,AISTATS,,,,conf/aistats/2007,,,http://proceedings.mlr.press/v2/schaffoner07a.html,oa,,journals/jmlr/SchaffonerAKKW07,2019-05-29,,,,,428-435,,,,Memory-Effcient Orthogonal Least Squares Kernel Density Estimation using Enhanced Empirical Cumulative Distribution Functions.,,,db/journals/jmlr/jmlrp2.html#SchaffonerAKKW07,,2007,Mike Kelley|Henri-Corto Stoeklé,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Patricia H. Werhane,Big data|Algorithm analysis,accept,Sed sit neque quaerat.,reject,Consectetur non dolorem ut tempora quaerat.,Full Paper,Artificial intelligence|Human-computer interaction|Robotics|Information theory|Cybersecurity
698,227351,H. Brendan McMahan|Matthew J. Streeter,,,COLT,,,,conf/colt/2012,,,http://proceedings.mlr.press/v23/mcmahan12/mcmahan12.pdf,oa,,journals/jmlr/McMahanS12,2019-05-29,,,,,44.1-44.3,,,,Open Problem: Better Bounds for Online Logistic Regression.,,,db/journals/jmlr/jmlrp23.html#McMahanS12,,2012,Michael Herweg|Marie-Sol Poirier,Jean-Yves Audibert|Michelle Pham|Michael Fink 0002|Verónica Romero 0001|Zsolt Minier,Computer graphics|Artificial intelligence|Machine learning,Expert Group,Verónica Romero 0001,Deep learning,accept,Quaerat quisquam ipsum labore consectetur ut quaerat.,accept,Velit amet dolorem velit eius dolore neque.,Short Paper,Information theory|Cloud computing|Cybersecurity|Cryptography|Artificial intelligence
699,227355,Mark D. Reid|Robert C. Williamson,,,AISTATS,,,,conf/aistats/2010,,,http://proceedings.mlr.press/v9/reid10a.html,oa,,journals/jmlr/ReidW10a,2019-05-29,,,,,637-644,,,,Convexity of Proper Composite Binary Losses.,,,db/journals/jmlr/jmlrp9.html#ReidW10a,,2010,Peter Rossmanith|Yuval Yarom,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Patricia H. Werhane,Information theory,accept,Amet ut labore velit ipsum.,accept,Labore modi modi non dolor voluptatem.,Demo Paper,Computer vision|Robotics|Cloud computing|Algorithm analysis
700,227356,Kevin Sharp|Magnus Rattray,,,AISTATS,,,,conf/aistats/2010,,,http://proceedings.mlr.press/v9/sharp10a.html,oa,,journals/jmlr/SharpR10,2019-05-29,,,,,725-732,,,,Dense Message Passing for Sparse Principal Component Analysis.,,,db/journals/jmlr/jmlrp9.html#SharpR10,,2010,Somchai Wongwises|Kathinka Evers,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Rainer Bäuerle,Human-computer interaction|Natural language processing|Computer networks,accept,Tempora ipsum quisquam labore.,accept,Ut consectetur quaerat ut aliquam.,Poster,Computer vision|Robotics|Cloud computing|Algorithm analysis
701,227358,Margareta Ackerman|Shai Ben-David,,,AISTATS,,,,conf/aistats/2009,,,http://proceedings.mlr.press/v5/ackerman09a.html,oa,,journals/jmlr/AckermanB09,2019-05-29,,,,,1-8,,,,Clusterability: A Theoretical Study.,,,db/journals/jmlr/jmlrp5.html#AckermanB09,,2009,Jennifer A. Brundage|Margaret Satterthwaite,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Steven R. Smith,Machine learning|Information theory|Cybersecurity,reject,Dolorem quiquia dolor dolore numquam porro neque sed.,reject,Ut dolorem porro sed neque non amet.,Short Paper,Robotics|Human-computer interaction|Natural language processing|Quantum computing|Big data
702,227360,Christopher K. I. Williams|Jyri J. Kivinen,,,AISTATS,,,,conf/aistats/2012,,,http://proceedings.mlr.press/v22/kivinen12.html,oa,,journals/jmlr/KivinenW12,2019-05-29,,,,,638-646,,,,Multiple Texture Boltzmann Machines.,,,db/journals/jmlr/jmlrp22.html#KivinenW12,,2012,El-Sayed M. E. Mostafa|Daniele Fanelli,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Patricia H. Werhane,Information theory|Quantum computing|Machine learning,accept,Voluptatem est tempora modi aliquam dolor sed.,accept,Labore amet sed numquam.,Full Paper,Distributed computing|Machine learning|Computer networks|Cloud computing|Information theory
703,227364,J. Zico Kolter|Tommi S. Jaakkola,,,AISTATS,,,,conf/aistats/2012,,,http://proceedings.mlr.press/v22/zico12.html,oa,,journals/jmlr/KolterJ12,2019-05-29,,,,,1472-1482,,,,Approximate Inference in Additive Factorial HMMs with Application to Energy Disaggregation.,,,db/journals/jmlr/jmlrp22.html#KolterJ12,,2012,Robert Dionne|Daan Schuurbiers,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Rainer Bäuerle,Quantum computing,reject,Velit etincidunt quisquam ipsum aliquam voluptatem.,reject,Amet magnam porro quiquia dolore dolor velit aliquam.,Poster,Distributed computing|Machine learning|Computer networks|Cloud computing|Information theory
704,227365,Aleksandrs Slivkins|Sébastien Bubeck,,,COLT,,,,conf/colt/2012,,,http://proceedings.mlr.press/v23/bubeck12b/bubeck12b.pdf,oa,,journals/jmlr/BubeckS12,2019-05-29,,,,,42.1-42.23,,,,The Best of Both Worlds: Stochastic and Adversarial Bandits.,,,db/journals/jmlr/jmlrp23.html#BubeckS12,,2012,M. Nast|Flemming Nielson,Jean-Yves Audibert|Michelle Pham|Michael Fink 0002|Verónica Romero 0001|Zsolt Minier,Computer graphics|Artificial intelligence|Machine learning,Expert Group,Michael Fink 0002,High-performance computing|Quantum computing|Cryptography,accept,Adipisci ut ipsum consectetur adipisci.,accept,Quaerat dolore quaerat magnam neque.,Short Paper,Information theory|Cloud computing|Cybersecurity|Cryptography|Artificial intelligence
705,227371,Ameet Talwalkar|Corinna Cortes|Mehryar Mohri,,,AISTATS,,,,conf/aistats/2010,,,http://proceedings.mlr.press/v9/cortes10a.html,oa,,journals/jmlr/CortesMT10,2019-05-29,,,,,113-120,,,,On the Impact of Kernel Approximation on Learning Accuracy.,,,db/journals/jmlr/jmlrp9.html#CortesMT10,,2010,Denise Beaubien Bennett|Steffen Steinert,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Steven R. Smith,Cybersecurity,accept,Sit consectetur eius ipsum tempora etincidunt.,reject,Numquam quiquia est magnam non tempora ut.,Short Paper,Computer vision|Robotics|Cloud computing|Algorithm analysis
706,227383,Huan Liu 0001|Zheng Zhao,,,FSDM,,,,conf/pkdd/2008fsdm,,,http://proceedings.mlr.press/v4/zhao08a.html,oa,,journals/jmlr/ZhaoL08,2019-05-29,,,,,36-47,,,,Multi-Source Feature Selection via Geometry-Dependent Covariance Analysis.,,,db/journals/jmlr/jmlrp4.html#ZhaoL08,,2008,Angi Voß|János Sztrik,René von Schomberg|Danielle Tapin|Rolf Mayer|Mark Rudelson|Rustam Mubarakzjanov,Information theory|Big data|Artificial intelligence|Quantum computing|Algorithm analysis,Workshop,Rustam Mubarakzjanov,Artificial intelligence|Machine learning|Information theory,reject,Magnam etincidunt sit neque etincidunt est.,accept,Quiquia ut ipsum ut quiquia dolore.,Demo Paper,Human-computer interaction|Cybersecurity|High-performance computing|Machine learning|Distributed computing
707,227385,Chao Zhang 0017|Dacheng Tao,,,AISTATS,,,,conf/aistats/2010,,,http://proceedings.mlr.press/v9/zhang10a.html,oa,,journals/jmlr/ZhangT10,2021-01-02,,,,,948-955,,,,Risk Bounds for Levy Processes in the PAC-Learning Framework.,,,db/journals/jmlr/jmlrp9.html#ZhangT10,,2010,Cesare A. Galtieri|Harald Luschgy,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Rainer Bäuerle,Deep learning,accept,Numquam non labore numquam velit sed.,accept,Magnam consectetur ipsum tempora numquam neque modi.,Full Paper,Computer vision|Robotics|Cloud computing|Algorithm analysis
708,227389,Alexander Ihler|Qiang Liu 0001,,,AISTATS,,,,conf/aistats/2011,,,http://proceedings.mlr.press/v15/liu11a/liu11a.pdf,oa,,journals/jmlr/LiuI11,2022-12-05,,,,,40-48,,,,Learning Scale Free Networks by Reweighted L1 regularization.,,,db/journals/jmlr/jmlrp15.html#LiuI11,,2011,Lise Degn|Kjell Johan Sæbø,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Patricia H. Werhane,Computer vision,accept,Amet voluptatem modi velit.,accept,Aliquam etincidunt aliquam quisquam dolorem dolore consectetur magnam.,Poster,Artificial intelligence|Computer vision|Computer graphics|Distributed computing|Cloud computing
709,227392,Benjamin Packer|Danny Goodman|Daphne Koller|Kevin Miller|M. Pawan Kumar,,,AISTATS,,,,conf/aistats/2012,,,http://proceedings.mlr.press/v22/miller12.html,oa,,journals/jmlr/MillerKPGK12,2019-05-29,,,,,779-787,,,,Max-Margin Min-Entropy Models.,,,db/journals/jmlr/jmlrp22.html#MillerKPGK12,,2012,Patricia Osseweijer|El-Sayed M. E. Mostafa,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Patricia H. Werhane,Distributed computing,accept,Adipisci quaerat est sit.,accept,Magnam numquam est magnam quaerat numquam voluptatem.,Poster,Distributed computing|Machine learning|Computer networks|Cloud computing|Information theory
710,227394,Varun Kanade|Vitaly Feldman,,,COLT,,,,conf/colt/2012,,,http://proceedings.mlr.press/v23/feldman12a/feldman12a.pdf,oa,,journals/jmlr/FeldmanK12,2019-05-29,,,,,16.1-16.22,,,,Computational Bounds on Statistical Query Learning.,,,db/journals/jmlr/jmlrp23.html#FeldmanK12,,2012,Philip J. Langlais|Maria Pina Dore,Jean-Yves Audibert|Michelle Pham|Michael Fink 0002|Verónica Romero 0001|Zsolt Minier,Computer graphics|Artificial intelligence|Machine learning,Expert Group,Zsolt Minier,Data mining,reject,Quiquia aliquam ipsum porro neque sit numquam quisquam.,accept,Sed quisquam consectetur dolor velit dolorem quaerat dolore.,Demo Paper,Information theory|Cloud computing|Cybersecurity|Cryptography|Artificial intelligence
711,227396,Doina Precup|Fabian Kaelin,,,ACML,,,,conf/acml/2010,,,http://proceedings.mlr.press/v13/kaelin10a.html,oa,,journals/jmlr/KaelinP10,2019-05-29,,,,,315-330,,,,A Study of Approximate Inference in Probabilistic Relational Models.,,,db/journals/jmlr/jmlrp13.html#KaelinP10,,2010,Frauke Koppelin|Holger Class,Arnaud Doucet|Yener Ülker|Rong-Bing Chiu,Artificial intelligence|Computer vision|Cryptography,Workshop,Yener Ülker,Distributed computing,reject,Consectetur sit quiquia magnam dolore modi tempora.,accept,Numquam velit eius aliquam voluptatem amet.,Short Paper,Computer networks|Information theory|High-performance computing|Computer vision
712,227397,Eric P. Xing|Mladen Kolar,,,AISTATS,,,,conf/aistats/2011,,,http://proceedings.mlr.press/v15/kolar11a/kolar11a.pdf,oa,,journals/jmlr/KolarX11,2019-05-29,,,,,407-415,,,,On Time Varying Undirected Graphs.,,,db/journals/jmlr/jmlrp15.html#KolarX11,,2011,Byron Newberry|Richa Mukhra,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Rainer Bäuerle,Machine learning|Computer networks,reject,Ipsum sed numquam labore eius voluptatem.,accept,Ipsum adipisci quisquam dolor ipsum.,Full Paper,Artificial intelligence|Computer vision|Computer graphics|Distributed computing|Cloud computing
713,227400,Yoshua Bengio,,,ICML Unsupervised and Transfer Learning,,,,conf/icml/2011utl,,,http://proceedings.mlr.press/v27/bengio12a.html,oa,,journals/jmlr/Bengio12,2019-05-29,,,,,17-36,,,,Deep Learning of Representations for Unsupervised and Transfer Learning.,,,db/journals/jmlr/jmlrp27.html#Bengio12,,2012,Tim Voetmann|Omar F. Khabour,Hirotaka Hachiya|Nathan Nan Liu|Jinwoo Shin,Machine learning|High-performance computing|Human-computer interaction,Regular,Jinwoo Shin,Natural language processing|Human-computer interaction,accept,Dolor sit est eius amet numquam.,reject,Labore tempora ut etincidunt porro est.,Full Paper,High-performance computing|Robotics|Computer networks|Information theory
714,227409,Christopher DuBois|Nicholas Navaroli|Padhraic Smyth,,,ACML,,,,conf/acml/2012,,,http://proceedings.mlr.press/v25/navaroli12.html,oa,,journals/jmlr/NavaroliDS12,2019-05-29,,,,,317-332,,,,Statistical Models for Exploring Individual Email Communication Behavior.,,,db/journals/jmlr/jmlrp25.html#NavaroliDS12,,2012,Phil Shaw|Somchai Wongwises,Arnaud Doucet|Yener Ülker|Rong-Bing Chiu,Artificial intelligence|Computer vision|Cryptography,Workshop,Arnaud Doucet,Deep learning|Computational complexity,accept,Voluptatem velit etincidunt voluptatem labore eius ut dolor.,accept,Neque tempora modi etincidunt.,Short Paper,Machine learning|Distributed computing|Cloud computing
715,227410,Satyen Kale,,,COLT,,,,conf/colt/2012,,,,,,journals/jmlr/Kale12,2019-04-09,,,,,6.21-6.24,,,,"Commentary on ""Online Optimization with Gradual Variations"".",,,db/journals/jmlr/jmlrp23.html#Kale12,,2012,Igor N. Kovalenko|Pedro Ângelo,Jean-Yves Audibert|Michelle Pham|Michael Fink 0002|Verónica Romero 0001|Zsolt Minier,Computer graphics|Artificial intelligence|Machine learning,Expert Group,Michael Fink 0002,Algorithm analysis|Quantum computing,reject,Sit numquam non dolorem dolorem velit eius velit.,accept,Dolore quiquia aliquam eius numquam velit eius porro.,Demo Paper,Information theory|Cloud computing|Cybersecurity|Cryptography|Artificial intelligence
716,227413,András Falus|András Millinghoffer|Csaba Szalai|Gábor Hullám|Peter Antal,,,FSDM,,,,conf/pkdd/2008fsdm,,,http://proceedings.mlr.press/v4/antal08a.html,oa,,journals/jmlr/AntalMHSF08,2019-05-29,,,,,74-89,,,,"A Bayesian View of Challenges in Feature Selection: Feature Aggregation, Multiple Targets, Redundancy and Interaction.",,,db/journals/jmlr/jmlrp4.html#AntalMHSF08,,2008,Wolfgang Schönfeld|Václav Struhár,René von Schomberg|Danielle Tapin|Rolf Mayer|Mark Rudelson|Rustam Mubarakzjanov,Information theory|Big data|Artificial intelligence|Quantum computing|Algorithm analysis,Workshop,Danielle Tapin,Human-computer interaction,reject,Porro magnam dolorem amet labore quiquia dolor dolor.,accept,Tempora non adipisci est labore etincidunt.,Demo Paper,Human-computer interaction|Cybersecurity|High-performance computing|Machine learning|Distributed computing
717,227414,Guido Nolte|Klaus-Robert Müller|Nicole Krämer 0002|Stefan Haufe,,,NIPS Causality: Objectives and Assessment,,,,conf/nips/2008coa,,,http://proceedings.mlr.press/v6/haufe10a.html,oa,,journals/jmlr/HaufeMNK10,2019-05-29,,,,,97-106,,,,Sparse Causal Discovery in Multivariate Time Series.,,,db/journals/jmlr/jmlrp6.html#HaufeMNK10,,2010,Carl Mitcham|Markus Höhfeld,Pavel Laskov|Ingrid Renz|Edward Lloyd Snelson,Computer graphics|Big data|Artificial intelligence|Distributed computing|Information theory,Workshop,Pavel Laskov,Big data|Computer vision|Distributed computing,accept,Ipsum dolore modi numquam eius porro.,accept,Velit modi consectetur amet ipsum.,Poster,Distributed computing|Cybersecurity|Machine learning
718,227415,Masashi Sugiyama|Qiang Yang 0001,,,ACML,,,,conf/acml/2010,,,http://proceedings.mlr.press/v13/sugiyama10a/sugiyama10a.pdf,oa,,journals/jmlr/SugiyamaY10,2019-05-29,,,,,i-xiv,,,,Preface.,,,db/journals/jmlr/jmlrp13.html#SugiyamaY10,,2010,Mei Lang Fang|Marzieh Maghrouni,Arnaud Doucet|Yener Ülker|Rong-Bing Chiu,Artificial intelligence|Computer vision|Cryptography,Workshop,Arnaud Doucet,Robotics|Machine learning|Deep learning,accept,Numquam non ipsum ut quisquam.,reject,Ut adipisci sit quaerat.,Demo Paper,Computer networks|Information theory|High-performance computing|Computer vision
719,227416,Hanna M. Wallach|Ryan Prescott Adams|Zoubin Ghahramani,,,AISTATS,,,,conf/aistats/2010,,,http://proceedings.mlr.press/v9/adams10a.html,oa,,journals/jmlr/AdamsWG10,2019-05-29,,,,,1-8,,,,Learning the Structure of Deep Sparse Graphical Models.,,,db/journals/jmlr/jmlrp9.html#AdamsWG10,,2010,Thomas C. Erren|Mechthild Rickheit,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Rainer Bäuerle,Information theory|Robotics|Computer graphics,reject,Aliquam labore amet quisquam velit.,accept,Dolorem velit amet labore.,Demo Paper,Computer vision|Robotics|Cloud computing|Algorithm analysis
720,227420,Daniel Tarlow|Inmar E. Givoni|Richard S. Zemel,,,AISTATS,,,,conf/aistats/2010,,,http://proceedings.mlr.press/v9/tarlow10a.html,oa,,journals/jmlr/TarlowGZ10,2019-05-29,,,,,812-819,,,,HOP-MAP: Efficient Message Passing with High Order Potentials.,,,db/journals/jmlr/jmlrp9.html#TarlowGZ10,,2010,Melissa S. Anderson|Richard Rödler,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Steven R. Smith,Natural language processing|Robotics|Data mining,accept,Ipsum porro modi magnam aliquam magnam.,reject,Porro est amet est labore.,Demo Paper,Computer vision|Robotics|Cloud computing|Algorithm analysis
721,227423,Philippe Rigollet|Xin Tong,,,COLT,,,,conf/colt/2011,,,http://proceedings.mlr.press/v19/rigollet11a/rigollet11a.pdf,oa,,journals/jmlr/RigolletT11,2019-05-29,,,,,595-614,,,,Neyman-Pearson classification under a strict constraint.,,,db/journals/jmlr/jmlrp19.html#RigolletT11,,2011,Andrea Owe|Gosse Bouma,Jean-Yves Audibert|Michelle Pham|Michael Fink 0002|Verónica Romero 0001|Zsolt Minier,Computer graphics|Artificial intelligence|Machine learning,Expert Group,Verónica Romero 0001,Algorithm analysis|Data mining|Robotics,reject,Dolor labore dolor non consectetur non modi.,reject,Modi quisquam consectetur consectetur dolorem etincidunt porro.,Short Paper,Cloud computing|Cybersecurity|Algorithm analysis|Computer vision|Computer graphics
722,227428,Paul Kidwell|Ryan Hafen|Saptarshi Guha|William S. Cleveland,,,AISTATS,,,,conf/aistats/2009,,,http://proceedings.mlr.press/v5/guha09a.html,oa,,journals/jmlr/GuhaKHC09,2019-05-29,,,,,193-200,,,,Visualization Databases for the Analysis of Large Complex Datasets.,,,db/journals/jmlr/jmlrp5.html#GuhaKHC09,,2009,Ryan Blake Jackson|Nguyen V. Thoai,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Rainer Bäuerle,Quantum computing|Information theory,reject,Ipsum aliquam modi neque etincidunt sit.,reject,Neque dolor quiquia labore etincidunt porro.,Full Paper,Robotics|Human-computer interaction|Natural language processing|Quantum computing|Big data
723,227429,Adrien Couëtoux|Hassen Doghmen|Mario Milone|Michèle Sebag|Mátyás Brendel|Olivier Teytaud,,,ACML,,,,conf/acml/2011,,,http://proceedings.mlr.press/v20/couetoux11/couetoux11.pdf,oa,,journals/jmlr/CouetouxMBDST11,2019-05-29,,,,,19-31,,,,Continuous RAVE.,,,db/journals/jmlr/jmlrp20.html#CouetouxMBDST11,,2011,Ahmed Fouad Bouras|Robert Dionne,Arnaud Doucet|Yener Ülker|Rong-Bing Chiu,Artificial intelligence|Computer vision|Cryptography,Workshop,Rong-Bing Chiu,Human-computer interaction|Computer graphics|Computer vision,accept,Dolor velit non adipisci ut consectetur aliquam.,reject,Non porro quisquam quiquia.,Demo Paper,Distributed computing|Data mining|Algorithm analysis
724,227430,Decheng Dai|Jing He,,,ACML,,,,conf/acml/2011,,,http://proceedings.mlr.press/v20/he11/he11.pdf,oa,,journals/jmlr/HeD11,2019-05-29,,,,,351-366,,,,Summarization of Yes/No Questions Using a Feature Function Model.,,,db/journals/jmlr/jmlrp20.html#HeD11,,2011,Conrad Heilmann|Susan A. Elmore,Arnaud Doucet|Yener Ülker|Rong-Bing Chiu,Artificial intelligence|Computer vision|Cryptography,Workshop,Arnaud Doucet,Human-computer interaction,reject,Sit aliquam dolorem etincidunt est modi.,reject,Voluptatem sit tempora est modi modi dolor numquam.,Demo Paper,Distributed computing|Data mining|Algorithm analysis
725,227435,Olivier Chapelle|Peter V. Gehler,,,AISTATS,,,,conf/aistats/2007,,,http://proceedings.mlr.press/v2/gehler07a.html,oa,,journals/jmlr/GehlerC07,2019-05-29,,,,,123-130,,,,Deterministic Annealing for Multiple-Instance Learning.,,,db/journals/jmlr/jmlrp2.html#GehlerC07,,2007,Carol R. Thrush|Stefano Guidi,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Rainer Bäuerle,Deep learning,accept,Sit quaerat sed quisquam est.,reject,Dolorem numquam porro aliquam voluptatem amet dolorem quisquam.,Short Paper,Artificial intelligence|Human-computer interaction|Robotics|Information theory|Cybersecurity
726,227436,Ben Recht|Nikhil Rao 0001|Robert D. Nowak,,,AISTATS,,,,conf/aistats/2012,,,http://proceedings.mlr.press/v22/rao12.html,oa,,journals/jmlr/RaoRN12,2022-04-28,,,,,942-950,,,,Universal Measurement Bounds for Structured Sparse Signal Recovery.,,,db/journals/jmlr/jmlrp22.html#RaoRN12,,2012,Thierry Hurlimann|Alan Zimmerman,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Rainer Bäuerle,Robotics|Big data|Natural language processing,reject,Quiquia numquam neque est.,reject,Neque aliquam non labore voluptatem quaerat.,Demo Paper,Distributed computing|Machine learning|Computer networks|Cloud computing|Information theory
727,227437,Claudio Gentile|Fabio Vitale|Giovanni Zappella|Nicolò Cesa-Bianchi,,,COLT,,,,conf/colt/2012,,,http://proceedings.mlr.press/v23/cesa-bianchi12/cesa-bianchi12.pdf,oa,,journals/jmlr/Cesa-BianchiGVZ12,2019-05-29,,,,,34.1-34.20,,,,A Correlation Clustering Approach to Link Classification in Signed Networks.,,,db/journals/jmlr/jmlrp23.html#Cesa-BianchiGVZ12,,2012,Frederik Voetmann Christiansen|Karin Neuhold,Jean-Yves Audibert|Michelle Pham|Michael Fink 0002|Verónica Romero 0001|Zsolt Minier,Computer graphics|Artificial intelligence|Machine learning,Expert Group,Zsolt Minier,Quantum computing|Cybersecurity|Computer vision,reject,Amet consectetur quisquam magnam.,reject,Consectetur ut quaerat sit.,Short Paper,Information theory|Cloud computing|Cybersecurity|Cryptography|Artificial intelligence
728,227442,Hao Yang 0033|Jianxin Wu 0001,,,ACML,,,,conf/acml/2012,,,http://proceedings.mlr.press/v25/yang12.html,oa,,journals/jmlr/YangW12,2022-11-02,,,,,523-538,,,,Practical Large Scale Classification with Additive Kernels.,,,db/journals/jmlr/jmlrp25.html#YangW12,,2012,Prasanna Mithra|Volker Schmidt,Arnaud Doucet|Yener Ülker|Rong-Bing Chiu,Artificial intelligence|Computer vision|Cryptography,Workshop,Yener Ülker,Algorithm analysis,reject,Labore dolore eius adipisci modi aliquam.,accept,Voluptatem adipisci ipsum ut amet etincidunt amet labore.,Full Paper,Machine learning|Distributed computing|Cloud computing
