rownum,id,author,author-aux,author-orcid,booktitle,cdate,cdrom,cite,cite-label,crossref,editor,editor-orcid,ee,ee-type,i,journal,key,mdate,month,note,note-label,note-type,number,pages,publisher,publnr,publtype,sub,sup,title,title-bibtex,tt,url,volume,year,reviewers,editors,journal_keywords,supervisor,paper_keywords,decison_reviewer_0,review_reviewer_0,decison_reviewer_1,review_reviewer_1,paper_type,volume_keywords
736,28841,Charles E. Harris,,,,,,,,,,,https://doi.org/10.1007/s11948-008-9068-3|https://www.wikidata.org/entity/Q37156589,,,Sci. Eng. Ethics,journals/see/Harris08,2020-07-09,,,,,2.0,153-164,,,,,,The Good Engineer: Giving Virtue its Due in Engineering Ethics.,,,db/journals/see/see14.html#Harris08,Sci. Eng. Ethics 14,2008,Christian Rohrer|Christopher Brandl,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Gregor Erbach,Cybersecurity|Data mining|High-performance computing,accept,Sit modi quiquia magnam.,accept,Est ut dolore labore aliquam ut ipsum.,Short Paper,Big data|Machine learning|Human-computer interaction|Deep learning
737,28842,Carl Mitcham|Jessica Smith Rolston,,0000-0003-4199-5940,,,,,,,,,https://doi.org/10.1007/s11948-013-9446-3|https://www.wikidata.org/entity/Q30429862,,,Sci. Eng. Ethics,journals/see/MitchamR13,2020-07-09,,,,,2.0,313-319,,,,,,Energy Constraints.,,,db/journals/see/see19.html#MitchamR13,Sci. Eng. Ethics 19,2013,Brian P. Coppola|Karma Lekshe Tsomo,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Dennis M. Gorman,Algorithm analysis|Big data|Artificial intelligence|Quantum computing,accept,Labore velit adipisci velit numquam dolore.,accept,Modi numquam est voluptatem quaerat tempora labore.,Full Paper,Computer networks|Algorithm analysis|Computer vision|Information theory
738,28843,William T. Lynch,,,,,,,,,,,https://doi.org/10.1007/s11948-014-9585-1|https://www.wikidata.org/entity/Q41959732,,,Sci. Eng. Ethics,journals/see/Lynch15,2020-07-09,,,,,5.0,1217-1240,,,,,,Second-Guessing Scientists and Engineers: Post Hoc Criticism and the Reform of Practice in Green Chemistry and Engineering.,,,db/journals/see/see21.html#Lynch15,Sci. Eng. Ethics 21,2015,Tenzin Wangmo|Ipke Wachsmuth,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Tajanka Mladenovska,Deep learning|Computer vision|Cloud computing|Cryptography,accept,Quisquam numquam dolor labore.,reject,Velit magnam sit labore adipisci quisquam.,Demo Paper,Algorithm analysis|Artificial intelligence|Machine learning|Computational complexity
739,28844,Matthew A. Butkus,,,,,,,,,,,https://doi.org/10.1007/s11948-020-00239-9|https://www.wikidata.org/entity/Q97428276,,,Sci. Eng. Ethics,journals/see/Butkus20,2020-12-25,,,,,5.0,2427-2437,,,,,,The Human Side of Artificial Intelligence.,,,db/journals/see/see26.html#Butkus20,Sci. Eng. Ethics 26,2020,Irving L. Traiger|Ramesh Holla,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Dennis M. Gorman,Information theory|Big data|Computer graphics,reject,Etincidunt dolorem ut voluptatem.,reject,Adipisci dolore labore etincidunt voluptatem dolore.,Short Paper,High-performance computing|Quantum computing|Computer graphics|Artificial intelligence
740,28845,Ramón Queraltó,,,,,,,,,,,https://doi.org/10.1007/s11948-011-9287-x|https://www.wikidata.org/entity/Q48641125,,,Sci. Eng. Ethics,journals/see/Queralto13,2020-07-09,,,,,1.0,13-26,,,,,,Ethics as a Beneficial Trojan Horse in a Technological Society.,,,db/journals/see/see19.html#Queralto13,Sci. Eng. Ethics 19,2013,Michelle Riske-Morris|Indira Nair,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Gregor Erbach,Artificial intelligence|High-performance computing|Computer vision|Robotics,reject,Non dolore dolorem aliquam.,accept,Dolore ipsum quiquia adipisci quiquia.,Demo Paper,Computer networks|Algorithm analysis|Computer vision|Information theory
741,28846,Steffen Steinert,,,,,,,,,,,https://doi.org/10.1007/s11948-020-00195-4|https://www.wikidata.org/entity/Q89669957,oa,,Sci. Eng. Ethics,journals/see/Steinert20,2021-05-14,,,,,4.0,1913-1920,,,,,,"Unleashing the Constructive Potential of Emotions: Some Critical Comments on Risk, Technology and Moral Emotions by Sabine Roeser.",,,db/journals/see/see26.html#Steinert20,Sci. Eng. Ethics 26,2020,Paolo Gardoni|Juliana Andrea Arias Vergara,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Dennis M. Gorman,Quantum computing|Computer graphics|Natural language processing,accept,Voluptatem labore tempora aliquam magnam amet quisquam velit.,reject,Tempora voluptatem amet quaerat.,Short Paper,High-performance computing|Quantum computing|Computer graphics|Artificial intelligence
742,28847,Khaled Moustafa,,0000-0002-0819-9064,,,,,,,,,https://doi.org/10.1007/s11948-014-9554-8|https://www.wikidata.org/entity/Q38212700,,,Sci. Eng. Ethics,journals/see/Moustafa15b,2020-07-09,,,,,4.0,839-841,,,,,,Does the Cover Letter Really Matter?,,,db/journals/see/see21.html#Moustafa15b,Sci. Eng. Ethics 21,2015,Mei Lan Fang|Michael Ruvimovich Davidson,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Gregor Erbach,Robotics|Deep learning|Cryptography,reject,Modi amet quaerat ut amet.,accept,Quiquia velit magnam voluptatem sed consectetur neque consectetur.,Demo Paper,Algorithm analysis|Artificial intelligence|Machine learning|Computational complexity
743,28848,Steven M. Flipse|Steven Puylaert,,,,,,,,,,,https://doi.org/10.1007/s11948-017-9877-3|https://www.wikidata.org/entity/Q49636355,oa,,Sci. Eng. Ethics,journals/see/FlipseP18,2020-07-09,,,,,1.0,49-72,,,,,,Organizing a Collaborative Development of Technological Design Requirements Using a Constructive Dialogue on Value Profiles: A Case in Automated Vehicle Development.,,,db/journals/see/see24.html#FlipseP18,Sci. Eng. Ethics 24,2018,Donald D. Chamberlin|Omid Mahian,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Tajanka Mladenovska,Distributed computing|High-performance computing|Data mining|Machine learning|Deep learning,reject,Neque quisquam etincidunt neque.,reject,Non non dolore sit ipsum modi magnam.,Full Paper,Artificial intelligence|Cloud computing|Human-computer interaction|Robotics
744,28849,Udo Pesch,,0000-0002-8980-5205,,,,,,,,,https://doi.org/10.1007/s11948-014-9571-7|https://www.wikidata.org/entity/Q48071272,,,Sci. Eng. Ethics,journals/see/Pesch15,2020-09-05,,,,,4.0,925-939,,,,,,Engineers and Active Responsibility.,,,db/journals/see/see21.html#Pesch15,Sci. Eng. Ethics 21,2015,Cameron Gordon|Stephen A. Gallo,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Gregor Erbach,Human-computer interaction|Natural language processing|Computational complexity|Cybersecurity|Computer graphics,accept,Est quiquia porro magnam consectetur est porro ut.,reject,Labore amet non velit aliquam magnam voluptatem sit.,Demo Paper,Algorithm analysis|Artificial intelligence|Machine learning|Computational complexity
745,28850,Ben A. Minteer|James P. Collins|Stephanie J. Bird,,,,,,,,,,,https://doi.org/10.1007/s11948-008-9110-5|https://www.wikidata.org/entity/Q51181630,,,Sci. Eng. Ethics,journals/see/MinteerCB08,2020-07-09,,,,,4.0,473-481,,,,,,Editors' Overview: The Emergence of Ecological Ethics.,,,db/journals/see/see14.html#MinteerCB08,Sci. Eng. Ethics 14,2008,Ruchen Wen|Vesna Supak-Smolcic,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Tajanka Mladenovska,Natural language processing|Deep learning|Information theory,accept,Dolorem neque quaerat magnam est ipsum quaerat.,reject,Dolore magnam porro dolorem sit dolorem numquam ut.,Short Paper,Big data|Machine learning|Human-computer interaction|Deep learning
746,28851,Charlotte Stix,,0000-0001-5562-9234,,,,,,,,,https://doi.org/10.1007/s11948-020-00277-3|https://www.wikidata.org/entity/Q113444495,oa,,Sci. Eng. Ethics,journals/see/Stix21,2022-08-16,,,,,1.0,15,,,,,,Actionable Principles for Artificial Intelligence Policy: Three Pathways.,,,db/journals/see/see27.html#Stix21,Sci. Eng. Ethics 27,2021,Jason Borenstein|Stefano Guidi,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Tajanka Mladenovska,Cryptography|Cybersecurity|Cloud computing,reject,Magnam modi tempora dolor.,reject,Quiquia numquam quiquia quiquia modi sit consectetur.,Demo Paper,Cryptography|Distributed computing|Big data
747,28852,Charles-Henry Frouart|Christian Hervé|Christophe Le Tourneau|Guillaume Vogt|Henri-Corto Stoeklé|Marie-France Mamzer-Bruneel|Pierre Laurent-Puig,,0000-0001-7570-1803|0000-0001-8192-1247|0000-0001-8475-5459,,,,,,,,,https://doi.org/10.1007/s11948-017-9880-8|https://www.wikidata.org/entity/Q36303802,oa,,Sci. Eng. Ethics,journals/see/StoekleMFTLVH18,2020-07-09,,,,,1.0,307-322,,,,,,Molecular Tumor Boards: Ethical Issues in the New Era of Data Medicine.,,,db/journals/see/see24.html#StoekleMFTLVH18,Sci. Eng. Ethics 24,2018,Wolfgang Schönfeld|Emmanuel Kingsford Owusu,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Gregor Erbach,Big data|Data mining|Cybersecurity|Cryptography,reject,Quiquia sed quaerat quisquam.,accept,Quisquam etincidunt velit porro dolore non.,Full Paper,Artificial intelligence|Cloud computing|Human-computer interaction|Robotics
748,28853,Svetlana Zernes,,0000-0002-6644-9420,,,,,,,,,https://doi.org/10.1007/s11948-018-0035-3|https://www.wikidata.org/entity/Q58657897,,,Sci. Eng. Ethics,journals/see/Zernes19,2020-07-09,,,,,5.0,1603-1604,,,,,,Two Levels of Ethical Issues in Academic Publishing.,,,db/journals/see/see25.html#Zernes19,Sci. Eng. Ethics 25,2019,Laurens Landeweerd|Isabelle Wienand,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Tajanka Mladenovska,High-performance computing|Deep learning|Computer vision|Computational complexity,reject,Numquam dolore ipsum ipsum.,reject,Etincidunt tempora voluptatem est dolorem tempora porro.,Full Paper,Computer vision|Computer graphics|High-performance computing|Big data
749,28854,Eun Ah Lee|Magdalena Grohman|Marco Tacca|Matthew J. Brown|Nicholas R. Gans,,0000-0003-3462-4199,,,,,,,,,https://doi.org/10.1007/s11948-020-00212-6|https://www.wikidata.org/entity/Q91510322,,,Sci. Eng. Ethics,journals/see/LeeGGTB20,2021-04-09,,,,,3.0,1743-1769,,,,,,Guiding Engineering Student Teams' Ethics Discussions with Peer Advising.,,,db/journals/see/see26.html#LeeGGTB20,Sci. Eng. Ethics 26,2020,Jonathan Bauer|Ana Mlinaric,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Tajanka Mladenovska,Quantum computing|High-performance computing|Computer graphics|Machine learning,reject,Voluptatem adipisci labore est amet etincidunt etincidunt.,accept,Magnam dolore quisquam ut ut adipisci.,Short Paper,High-performance computing|Quantum computing|Computer graphics|Artificial intelligence
750,28855,Qin Zhu|Ruchen Wen|Ryan Blake Jackson|Tom Williams 0001,,0000-0002-6673-1901,,,,,,,,,https://doi.org/10.1007/s11948-020-00246-w|https://www.wikidata.org/entity/Q97429194,,,Sci. Eng. Ethics,journals/see/ZhuWJW20,2020-12-25,,,,,5.0,2511-2526,,,,,,Blame-Laden Moral Rebukes and the Morally Competent Robot: A Confucian Ethical Perspective.,,,db/journals/see/see26.html#ZhuWJW20,Sci. Eng. Ethics 26,2020,Velibor Ivanisevic|George Markowsky,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Tajanka Mladenovska,Data mining|Distributed computing|Artificial intelligence,reject,Consectetur voluptatem amet consectetur ipsum etincidunt ut.,reject,Ipsum quiquia adipisci adipisci aliquam.,Short Paper,High-performance computing|Quantum computing|Computer graphics|Artificial intelligence
751,28856,Susanne Öchsner|Ulrike Felt,,0000-0001-7506-4234,,,,,,,,,https://doi.org/10.1007/s11948-018-0071-z|https://www.wikidata.org/entity/Q58822485,oa,,Sci. Eng. Ethics,journals/see/FeltO19,2020-07-09,,,,,5.0,1425-1446,,,,,,"Reordering the ""World of Things"": The Sociotechnical Imaginary of RFID Tagging and New Geographies of Responsibility.",,,db/journals/see/see25.html#FeltO19,Sci. Eng. Ethics 25,2019,Carrie J. McClelland|Scott R. Glisson,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Gregor Erbach,Big data|Algorithm analysis|Computer graphics|Information theory,accept,Est neque eius labore consectetur.,reject,Etincidunt numquam aliquam numquam numquam amet adipisci.,Short Paper,Computer vision|Computer graphics|High-performance computing|Big data
752,28857,Haldun M. Özaktas,,,,,,,,,,,https://doi.org/10.1007/s11948-011-9329-4|https://www.wikidata.org/entity/Q30409859,,,Sci. Eng. Ethics,journals/see/Ozaktas13,2020-07-09,,,,,4.0,1439-1450,,,,,,"Teaching Science, Technology, and Society to Engineering Students: A Sixteen Year Journey.",,,db/journals/see/see19.html#Ozaktas13,Sci. Eng. Ethics 19,2013,Kristine Bærøe|Tyler J. Mulhearn,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Tajanka Mladenovska,Machine learning|Deep learning|Computer vision|Algorithm analysis,reject,Quaerat dolore voluptatem velit etincidunt numquam.,reject,Modi quiquia aliquam quiquia numquam ut.,Demo Paper,Computer networks|Algorithm analysis|Computer vision|Information theory
753,28858,Nora Freya Lindemann,,0000-0003-2551-8773,,,,,,,,,https://doi.org/10.1007/s11948-022-00417-x,oa,,Sci. Eng. Ethics,journals/see/Lindemann22,2023-01-15,,,,,6.0,60,,,,,,The Ethics of 'Deathbots'.,,,db/journals/see/see28.html#Lindemann22,Sci. Eng. Ethics 28,2022,Nader Navabi|Valentina Nisi,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Tajanka Mladenovska,Human-computer interaction|Cloud computing|Algorithm analysis|Cybersecurity|Deep learning,reject,Tempora quiquia quiquia aliquam quisquam consectetur.,reject,Tempora aliquam aliquam ipsum sit labore neque.,Short Paper,Deep learning|Distributed computing|Cryptography|Information theory|Computer graphics
754,28859,Balamuralithara Balakrishnan|Fumihiko Tochinai|Hidekazu Kanemitsu,,,,,,,,,,,https://doi.org/10.1007/s11948-018-0051-3|https://www.wikidata.org/entity/Q52641153,,,Sci. Eng. Ethics,journals/see/BalakrishnanTK19,2020-07-09,,,,,4.0,1069-1083,,,,,,Engineering Ethics Education: A Comparative Study of Japan and Malaysia.,,,db/journals/see/see25.html#BalakrishnanTK19,Sci. Eng. Ethics 25,2019,Benjamin Hurwitz|George R. Hoffmann,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Gregor Erbach,Cloud computing|Algorithm analysis|Information theory|Computer vision|Quantum computing,accept,Quisquam aliquam quaerat aliquam porro dolorem sit labore.,accept,Modi ut quaerat non neque quiquia.,Demo Paper,Computer vision|Computer graphics|High-performance computing|Big data
755,28860,Brian C. Martinson|Emily A. Ronning|Melissa S. Anderson|Raymond De Vries,,0000-0003-3087-3040,,,,,,,,,https://doi.org/10.1007/s11948-007-9042-5|https://www.wikidata.org/entity/Q26907041,,,Sci. Eng. Ethics,journals/see/AndersonRVM07,2020-07-09,,,,,4.0,437-461,,,,,,The Perverse Effects of Competition on Scientists' Work and Relationships.,,,db/journals/see/see13.html#AndersonRVM07,Sci. Eng. Ethics 13,2007,Luciano Floridi|Udo Pletat,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Dennis M. Gorman,Cryptography|Artificial intelligence|High-performance computing|Computer graphics|Natural language processing,accept,Tempora est adipisci dolore est quiquia.,reject,Magnam dolor dolore adipisci velit quiquia labore dolore.,Demo Paper,Machine learning|Cloud computing|Computer graphics|Computational complexity
756,28861,Matthew A. Allison|Michael W. Kalichman|Sean T. Powell,,0000-0002-4268-1188|0000-0003-0777-8272,,,,,,,,,https://doi.org/10.1007/s11948-007-9012-y|https://www.wikidata.org/entity/Q46242264,,,Sci. Eng. Ethics,journals/see/PowellAK07,2020-07-09,,,,,2.0,249-264,,,,,,Effectiveness of a responsible conduct of research course: a preliminary study.,,,db/journals/see/see13.html#PowellAK07,Sci. Eng. Ethics 13,2007,Ranganatha Sitaram|Jan-J. Rückmann,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Dennis M. Gorman,Artificial intelligence|Deep learning|Quantum computing,reject,Neque quiquia numquam velit numquam ut.,reject,Labore tempora labore porro quisquam.,Short Paper,Machine learning|Cloud computing|Computer graphics|Computational complexity
757,28862,Ronnie Hawkins,,0000-0003-3394-5759,,,,,,,,,https://doi.org/10.1007/s11948-015-9657-x|https://www.wikidata.org/entity/Q38462057,,,Sci. Eng. Ethics,journals/see/Hawkins16,2020-07-09,,,,,3.0,775-814,,,,,,Facing up to Complexity: Implications for Our Social Experiments.,,,db/journals/see/see22.html#Hawkins16,Sci. Eng. Ethics 22,2016,Tim Brown|Tibor Kiss,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Dennis M. Gorman,Computer graphics|Information theory|Natural language processing|Distributed computing|Computational complexity,reject,Quaerat modi numquam dolorem quaerat porro quiquia dolor.,accept,Sit non tempora dolorem porro quisquam.,Full Paper,Computer networks|Computer vision|Artificial intelligence
758,28863,Shlomo Mark|Yotam Lurie,,0000-0002-0078-2503,,,,,,,,,https://doi.org/10.1007/s11948-015-9665-x|https://www.wikidata.org/entity/Q48036522,,,Sci. Eng. Ethics,journals/see/LurieM16,2020-07-09,,,,,2.0,417-434,,,,,,Professional Ethics of Software Engineers: An Ethical Framework.,,,db/journals/see/see22.html#LurieM16,Sci. Eng. Ethics 22,2016,Marc Folcher|Sonja Müller,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Gregor Erbach,Human-computer interaction|Algorithm analysis|Machine learning|Robotics|Distributed computing,accept,Modi porro adipisci quiquia etincidunt.,accept,Numquam eius quiquia porro.,Short Paper,Computer networks|Computer vision|Artificial intelligence
759,28864,Raphael Cohen-Almagor,,0000-0002-5869-9243,,,,,,,,,https://doi.org/10.1007/s11948-013-9465-0|https://www.wikidata.org/entity/Q48181102,oa,,Sci. Eng. Ethics,journals/see/Cohen-Almagor14,2020-07-09,,,,,2.0,307-311,,,,,,"In Memoriam: Edmund Pellegrino (June 22, 1920-June 13, 2013).",,,db/journals/see/see20.html#Cohen-Almagor14,Sci. Eng. Ethics 20,2014,Luciano Floridi|David L. Evers,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Gregor Erbach,Data mining|Computer vision|Computational complexity|Machine learning|Computer networks,reject,Numquam quiquia amet non quisquam.,reject,Quiquia dolor aliquam quaerat velit.,Full Paper,Cloud computing|Distributed computing|Computer networks
760,28865,Ibo van de Poel,,0000-0002-9553-5651,,,,,,,,,https://doi.org/10.1007/s11948-015-9724-3|https://www.wikidata.org/entity/Q30382986,oa,,Sci. Eng. Ethics,journals/see/Poel16,2020-07-09,,,,,3.0,667-686,,,,,,An Ethical Framework for Evaluating Experimental Technology.,,,db/journals/see/see22.html#Poel16,Sci. Eng. Ethics 22,2016,Charlotte Stix|Sitaram Lanka,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Tajanka Mladenovska,Cybersecurity|Computer networks|Human-computer interaction|Information theory|Robotics,reject,Amet dolor ut consectetur.,reject,Velit modi dolore quisquam consectetur.,Demo Paper,Computer networks|Computer vision|Artificial intelligence
761,28866,Philip Robichaud,,,,,,,,,,,https://doi.org/10.1007/s11948-016-9835-5|https://www.wikidata.org/entity/Q31145260,oa,,Sci. Eng. Ethics,journals/see/Robichaud17,2020-07-09,,,,,5.0,1409-1430,,,,,,Is Ignorance of Climate Change Culpable?,,,db/journals/see/see23.html#Robichaud17,Sci. Eng. Ethics 23,2017,A. Lauren Crain|Sebastian Pintea,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Gregor Erbach,Big data|Distributed computing|Robotics|Human-computer interaction|Cybersecurity,accept,Quisquam modi etincidunt sit ipsum modi sed dolor.,accept,Neque magnam ut neque.,Demo Paper,Computer networks|Data mining|Cybersecurity
762,28867,T. Prabhakar Clement,,,,,,,,,,,https://doi.org/10.1007/s11948-013-9454-3|https://www.wikidata.org/entity/Q38118179,oa,,Sci. Eng. Ethics,journals/see/Clement14,2020-07-09,,,,,2.0,345-361,,,,,,Authorship Matrix: A Rational Approach to Quantify Individual Contributions and Responsibilities in Multi-Author Scientific Articles.,,,db/journals/see/see20.html#Clement14,Sci. Eng. Ethics 20,2014,Jonathan Bauer|Vijaya Marakala,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Gregor Erbach,Machine learning|Robotics|Algorithm analysis|Deep learning|Human-computer interaction,accept,Dolore quaerat sed consectetur est ut numquam adipisci.,accept,Sit non modi numquam adipisci.,Full Paper,Cloud computing|Distributed computing|Computer networks
763,28868,Hugh Desmond,,0000-0002-4822-923X,,,,,,,,,https://doi.org/10.1007/s11948-019-00143-x|https://www.wikidata.org/entity/Q90513098,,,Sci. Eng. Ethics,journals/see/Desmond20,2020-08-13,,,,,3.0,1287-1313,,,,,,"Professionalism in Science: Competence, Autonomy, and Service.",,,db/journals/see/see26.html#Desmond20,Sci. Eng. Ethics 26,2020,Behnam Taebi|Dusanka Krajnovic,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Dennis M. Gorman,Cryptography|Computational complexity|Algorithm analysis|Distributed computing,accept,Neque quiquia dolorem numquam aliquam.,reject,Dolorem neque sed labore.,Short Paper,High-performance computing|Quantum computing|Computer graphics|Artificial intelligence
764,28869,Andrew P. Rebera|Matteo E. Bonfanti|Silvia Venier,,,,,,,,,,,https://doi.org/10.1007/s11948-013-9440-9|https://www.wikidata.org/entity/Q43906414,,,Sci. Eng. Ethics,journals/see/ReberaBV14,2020-07-09,,,,,1.0,155-169,,,,,,Societal and Ethical Implications of Anti-Spoofing Technologies in Biometrics.,,,db/journals/see/see20.html#ReberaBV14,Sci. Eng. Ethics 20,2014,Nicholas R. Gans|Anna Marousková,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Dennis M. Gorman,Quantum computing|Natural language processing|Computer networks|Human-computer interaction,reject,Aliquam dolor amet numquam dolor velit velit tempora.,accept,Sit est ipsum quisquam.,Short Paper,Cloud computing|Distributed computing|Computer networks
765,28870,Bruce V. Lewenstein,,0000-0002-1272-372X,,,,,,,,,https://doi.org/10.1007/s11948-011-9328-5|https://www.wikidata.org/entity/Q57564064,,,Sci. Eng. Ethics,journals/see/Lewenstein11,2020-07-09,,,,,4.0,817-821,,,,,,Experimenting with Engagement - Commentary on: Taking Our Own Medicine: On an Experiment in Science Communication.,,,db/journals/see/see17.html#Lewenstein11,Sci. Eng. Ethics 17,2011,Michael J. Kuhar|Nishakanthi Gopalan,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Dennis M. Gorman,Data mining|Computer networks|Artificial intelligence|Quantum computing,reject,Est numquam modi ipsum sit sit etincidunt.,accept,Quaerat consectetur dolorem magnam etincidunt quaerat.,Full Paper,Human-computer interaction|Computer networks|Artificial intelligence|Deep learning|Computer graphics
766,28871,Andrew J. Russell|Gregory J. Morgan|Jeff Collmann|Kevin T. FitzGerald|Lee Vinsel|Lisa M. Dolling|Michael Steinmann|Rochelle E. Tractenberg,,0000-0002-2805-2561,,,,,,,,,https://doi.org/10.1007/s11948-014-9613-1|https://www.wikidata.org/entity/Q30872325,oa,,Sci. Eng. Ethics,journals/see/TractenbergRMFC15,2022-10-02,,,,,6.0,1485-1507,,,,,,Using Ethical Reasoning to Amplify the Reach and Resonance of Professional Codes of Conduct in Training Big Data Scientists.,,,db/journals/see/see21.html#TractenbergRMFC15,Sci. Eng. Ethics 21,2015,Tomas Kliestik|Indira Nair,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Tajanka Mladenovska,Robotics|Information theory|Natural language processing|Distributed computing,reject,Labore modi amet etincidunt consectetur.,reject,Neque quaerat amet aliquam etincidunt quaerat velit.,Demo Paper,Algorithm analysis|Artificial intelligence|Machine learning|Computational complexity
767,28872,Wolfhart Totschnig,,,,,,,,,,,https://doi.org/10.1007/s11948-020-00243-z|https://www.wikidata.org/entity/Q98160246,,,Sci. Eng. Ethics,journals/see/Totschnig20,2020-12-25,,,,,5.0,2473-2485,,,,,,Fully Autonomous AI.,,,db/journals/see/see26.html#Totschnig20,Sci. Eng. Ethics 26,2020,Kevin T. FitzGerald|Hans Uszkoreit,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Dennis M. Gorman,Artificial intelligence|Data mining|Quantum computing,accept,Consectetur est neque ut sit est dolor.,accept,Labore eius consectetur neque sed.,Full Paper,High-performance computing|Quantum computing|Computer graphics|Artificial intelligence
768,28873,Alan H. McGowan,,0000-0003-2805-6586,,,,,,,,,https://doi.org/10.1007/s11948-011-9338-3|https://www.wikidata.org/entity/Q58663910,,,Sci. Eng. Ethics,journals/see/McGowan13,2020-10-26,,,,,2.0,535-543,,,,,,Teaching Science and Ethics to Undergraduates: A Multidisciplinary Approach.,,,db/journals/see/see19.html#McGowan13,Sci. Eng. Ethics 19,2013,Andrew P. Rebera|Stefan Bayerl,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Dennis M. Gorman,Computational complexity|Quantum computing|Big data|Algorithm analysis|Machine learning,reject,Neque adipisci voluptatem dolorem magnam dolore.,reject,Quisquam tempora ut labore quisquam.,Demo Paper,Computer networks|Algorithm analysis|Computer vision|Information theory
769,28874,Hong Chen|Hui Lu|Ruyin Long|Wei Du,,0000-0002-2035-6851,,,,,,,,,https://doi.org/10.1007/s11948-016-9812-z|https://www.wikidata.org/entity/Q47654794,,,Sci. Eng. Ethics,journals/see/LuCDL17,2021-10-14,,,,,3.0,769-791,,,,,,Moral Values Congruence and Miners' Policy Following Behavior: The Role of Supervisor Morality.,,,db/journals/see/see23.html#LuCDL17,Sci. Eng. Ethics 23,2017,Meghnaa Tallapragada|Lisa M. Rasmussen,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Tajanka Mladenovska,Deep learning|High-performance computing|Cybersecurity|Natural language processing,accept,Dolore numquam aliquam ut numquam quisquam.,reject,Adipisci quiquia est neque eius.,Full Paper,Computer networks|Data mining|Cybersecurity
